NR-AR,NR-AR-LBD,NR-AhR,NR-Aromatase,NR-ER,NR-ER-LBD,NR-PPAR-gamma,SR-ARE,SR-ATAD5,SR-HSE,SR-MMP,SR-p53,mol_id,smiles,Mol
0.0,0.0,,,,,,,,,1.0,,TOX25860,CC(NCCC(c1ccccc1)c1ccccc1)c1ccccc1,<rdkit.Chem.rdchem.Mol object at 0x00000234DA76E1F0>
0.0,,,,,0.0,,,,,,1.0,TOX25861,COc1ccc(C[C@H](N)C(=O)N[C@@H]2[C@@H](CO)O[C@@H](n3cnc4c(N(C)C)ncnc43)[C@@H]2O)cc1,<rdkit.Chem.rdchem.Mol object at 0x00000234DA76E180>
0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TOX25862,CCN(CC)CCNC(=O)COc1ccc(OC)cc1,<rdkit.Chem.rdchem.Mol object at 0x00000234DA76E110>
0.0,0.0,1.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,TOX25711,COc1ccccc1N1CCN(CCCC(=O)c2ccc(F)cc2)CC1,<rdkit.Chem.rdchem.Mol object at 0x00000234DA76E0A0>
0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TOX25864,Cc1cc(-c2ccccc2)nnc1NCCN1CCOCC1,<rdkit.Chem.rdchem.Mol object at 0x00000234DA76E030>
0.0,0.0,0.0,0.0,,0.0,0.0,,0.0,,,0.0,TOX25865,CC(=O)Nc1ccc(OC(=O)c2ccccc2O)cc1,<rdkit.Chem.rdchem.Mol object at 0x00000234DA76DFC0>
1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,,TOX25867,CC(=O)Oc1ccc2c(c1)CC[C@@H]1[C@@H]2CC[C@]2(C)[C@@H](O)CC[C@@H]12,<rdkit.Chem.rdchem.Mol object at 0x00000234DA76DF50>
0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,TOX25868,Cc1ccc(C(=O)C(C)CN2CCCCC2)cc1,<rdkit.Chem.rdchem.Mol object at 0x00000234DA76DEE0>
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TOX16690,CC(C)COC(=O)CCCCC(=O)OCC(C)C,<rdkit.Chem.rdchem.Mol object at 0x00000234DA76DE70>
,,,,,,,1.0,,1.0,,,TOX12374,O=c1sc2ccccc2c(O)c1C1CC(c2ccc(-c3ccc(Br)cc3)cc2)Cc2ccccc21,<rdkit.Chem.rdchem.Mol object at 0x00000234DA76DE00>
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TOX7542,O=[N+]([O-])c1ccc(C=Cc2ccc([N+](=O)[O-])cc2S(=O)(=O)[O-])c(S(=O)(=O)[O-])c1,<rdkit.Chem.rdchem.Mol object at 0x00000234DA76DD90>
0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,TOX25539,CCNC1(c2cccs2)CCCCC1=O,<rdkit.Chem.rdchem.Mol object at 0x00000234DA76DD20>
0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TOX7543,CCN(O)CC,<rdkit.Chem.rdchem.Mol object at 0x00000234DA76DCB0>
0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,TOX28926,O=C1CN=C(c2ccccc2)c2cc(Cl)ccc2N1,<rdkit.Chem.rdchem.Mol object at 0x00000234DA76DC40>
0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,0.0,0.0,TOX28927,COc1cc(CC(C)N)c(OC)cc1Br,<rdkit.Chem.rdchem.Mol object at 0x00000234DA76DBD0>
0.0,1.0,0.0,,,,1.0,0.0,1.0,0.0,1.0,,TOX28924,Cc1ccc2c(Cl)cc(Cl)c(O)c2n1,<rdkit.Chem.rdchem.Mol object at 0x00000234DA76DB60>
0.0,0.0,0.0,0.0,1.0,,0.0,,0.0,0.0,0.0,0.0,TOX28925,CN(C(=O)C(Cl)Cl)c1ccc(OC(=O)c2ccco2)cc1,<rdkit.Chem.rdchem.Mol object at 0x00000234DA76DAF0>
0.0,,1.0,,,,,,,,1.0,,TOX28922,CCCCCc1cc(O)c2c(c1)OC(C)(C)c1ccc(C)cc1-2,<rdkit.Chem.rdchem.Mol object at 0x00000234DA76DA80>
1.0,0.0,0.0,0.0,,0.0,0.0,,0.0,,0.0,0.0,TOX28923,CN1CC[C@@]23CCCC[C@@H]2[C@@H]1Cc1ccc(O)cc13,<rdkit.Chem.rdchem.Mol object at 0x00000234DA76DA10>
0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,TOX28921,CO[C@@]1(NC(=O)Cc2cccs2)C(=O)N2C(C(=O)[O-])=C(COC(N)=O)CS[C@@H]21,<rdkit.Chem.rdchem.Mol object at 0x00000234DA76D9A0>
,,,,,,,,,0.0,,,TOX28928,Cc1onc(-c2c(Cl)cccc2Cl)c1C(=O)N[C@@H]1C(=O)N2[C@@H](C(=O)[O-])C(C)(C)S[C@H]12,<rdkit.Chem.rdchem.Mol object at 0x00000234DA76D930>
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TOX28929,COC(=O)CCc1ccc(OCC(O)CNC(C)C)cc1,<rdkit.Chem.rdchem.Mol object at 0x00000234DA76D8C0>
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TOX13754,C=CC(=O)NC(C)C,<rdkit.Chem.rdchem.Mol object at 0x00000234DA76D850>
0.0,,1.0,,1.0,,1.0,0.0,0.0,1.0,1.0,,TOX21629,O=C(Nc1ccccc1SSc1ccccc1NC(=O)c1ccccc1)c1ccccc1,<rdkit.Chem.rdchem.Mol object at 0x00000234DA76D7E0>
,,,,,,,,,0.0,,,TOX12378,O=C1c2ccccc2C(=O)C1C(=O)C(c1ccccc1)c1ccccc1,<rdkit.Chem.rdchem.Mol object at 0x00000234DA76D770>
1.0,1.0,,,,0.0,0.0,,0.0,,0.0,0.0,TOX25535,CCC(=O)OCC(=O)[C@@]1(OC(=O)CC)[C@H](C)C[C@H]2[C@H]3[C@H]([C@@H](O)C[C@@]21C)[C@@]1(C)C=CC(=O)C=C1C[C@H]3Cl,<rdkit.Chem.rdchem.Mol object at 0x00000234DA76D700>
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,TOX3523,CC(C)c1cccc(C(C)C)c1O,<rdkit.Chem.rdchem.Mol object at 0x00000234DA76D690>
0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,TOX3526,CNC(C)CC1CCCCC1,<rdkit.Chem.rdchem.Mol object at 0x00000234DA76D620>
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TOX3529,Cc1c(C(C)C)c(=O)n(-c2ccccc2)n1C,<rdkit.Chem.rdchem.Mol object at 0x00000234DA76D5B0>
0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TOX27003,[O-][Cl+3]([O-])([O-])[O-],<rdkit.Chem.rdchem.Mol object at 0x00000234DA76D540>
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,TOX1036,CCN(C)N=O,<rdkit.Chem.rdchem.Mol object at 0x00000234DA76D4D0>
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,TOX1741,CCCCCO,<rdkit.Chem.rdchem.Mol object at 0x00000234DA76D460>
0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,TOX1030,O=NN(c1ccccc1)c1ccccc1,<rdkit.Chem.rdchem.Mol object at 0x00000234DA76D3F0>
0.0,,0.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,TOX1031,O=Nc1ccc(Nc2ccccc2)cc1,<rdkit.Chem.rdchem.Mol object at 0x00000234DA76D380>
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TOX1032,CCCN(CCC)N=O,<rdkit.Chem.rdchem.Mol object at 0x00000234DA76D310>
0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TOX9108,C[N+](C)(C)C,<rdkit.Chem.rdchem.Mol object at 0x00000234DA76D2A0>
0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TOX1039,O=NN1CCCCCCC1,<rdkit.Chem.rdchem.Mol object at 0x00000234DA76D230>
0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TOX2217,COc1cc(OC)c(OC)cc1C=O,<rdkit.Chem.rdchem.Mol object at 0x00000234DA76D1C0>
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,TOX2218,C=C(C)C(=O)OC(C)C,<rdkit.Chem.rdchem.Mol object at 0x00000234DA76D150>
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TOX24401,N=C(N)c1ccccc1,<rdkit.Chem.rdchem.Mol object at 0x00000234DA76D0E0>
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TOX24400,CCCC[N+](CCCC)(CCCC)CCCC,<rdkit.Chem.rdchem.Mol object at 0x00000234DA76D070>
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TOX3298,CC1CCN(CCCC(=O)c2ccc(F)cc2)CC1,<rdkit.Chem.rdchem.Mol object at 0x00000234DA76D000>
0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TOX24402,CC(=O)CC(=O)OC(C)(C)C,<rdkit.Chem.rdchem.Mol object at 0x00000234DA76CF90>
0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TOX24405,N=C(N)NN,<rdkit.Chem.rdchem.Mol object at 0x00000234DA76CF20>
0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,TOX24404,OCCSSCCO,<rdkit.Chem.rdchem.Mol object at 0x00000234DA76CEB0>
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TOX24407,Cc1ccc(C(N)=O)cc1N,<rdkit.Chem.rdchem.Mol object at 0x00000234DA76CE40>
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TOX24409,ClCCCCCCCl,<rdkit.Chem.rdchem.Mol object at 0x00000234DA76CDD0>
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TOX3293,CN1C(=O)CC(C)(c2ccccc2)C1=O,<rdkit.Chem.rdchem.Mol object at 0x00000234DA76CD60>
,,,1.0,,0.0,,,,,1.0,0.0,TOX3294,CO[C@H]1[C@@H](O)C[C@H](O[C@H]2[C@@H](O)C[C@H](O[C@H]3[C@@H](O)C[C@H](O[C@H]4CC[C@]5(C)[C@H]6C[C@@H](O)[C@]7(C)[C@@H](C8=CC(=O)OC8)CC[C@]7(O)[C@@H]6CC[C@@H]5C4)O[C@@H]3C)O[C@@H]2C)O[C@@H]1C,<rdkit.Chem.rdchem.Mol object at 0x00000234DA76CCF0>
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TOX3295,C[C@](N)(Cc1ccc(O)c(O)c1)C(=O)O,<rdkit.Chem.rdchem.Mol object at 0x00000234DA76CC80>
0.0,0.0,0.0,0.0,1.0,0.0,,0.0,0.0,0.0,,0.0,TOX12337,CCC(C)Nc1c([N+](=O)[O-])cc(C(C)(C)C)cc1[N+](=O)[O-],<rdkit.Chem.rdchem.Mol object at 0x00000234DA76CC10>
,,,,,,,0.0,,0.0,,,TOX23839,C[C@H]1CCC[C@@H](C)N1CCCC(O)(c1ccccc1)c1ccccn1,<rdkit.Chem.rdchem.Mol object at 0x00000234DA76CBA0>
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,TOX25227,CN1CCN(C2=Nc3ccccc3Oc3ccc(Cl)cc32)CC1.O=C(O)CCC(=O)O,<rdkit.Chem.rdchem.Mol object at 0x00000234DA76CB30>
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TOX24743,Nc1ccc2cc(S(=O)(=O)O)ccc2c1,<rdkit.Chem.rdchem.Mol object at 0x00000234DA76CAC0>
0.0,1.0,1.0,,,,1.0,1.0,0.0,1.0,,1.0,TOX139,c1ccc2c(c1)cc1ccc3cccc4ccc2c1c34,<rdkit.Chem.rdchem.Mol object at 0x00000234DA76CA50>
0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,TOX137,Nc1ccc(-c2ccc(N)cc2)cc1,<rdkit.Chem.rdchem.Mol object at 0x00000234DA76C9E0>
0.0,0.0,,1.0,,0.0,,,,0.0,,,TOX12548,N#CC(CCc1ccc(Cl)cc1)(Cn1cncn1)c1ccccc1,<rdkit.Chem.rdchem.Mol object at 0x00000234DA76C970>
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,TOX131,[Ba+2],<rdkit.Chem.rdchem.Mol object at 0x00000234DA76C900>
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,TOX135,c1ccccc1,<rdkit.Chem.rdchem.Mol object at 0x00000234DA76C890>
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TOX134,O=Cc1ccccc1,<rdkit.Chem.rdchem.Mol object at 0x00000234DA76C820>
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TOX5849,C=CCCC,<rdkit.Chem.rdchem.Mol object at 0x00000234DA76C7B0>
0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TOX21573,CCOC(=O)CP(=O)(OCC)OCC,<rdkit.Chem.rdchem.Mol object at 0x00000234DA76C740>
0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,0.0,TOX27868,CC(C)(c1ccccc1)c1ccccc1,<rdkit.Chem.rdchem.Mol object at 0x00000234DA76C6D0>
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TOX21575,O=C(O)COCC(=O)O,<rdkit.Chem.rdchem.Mol object at 0x00000234DA76C660>
0.0,0.0,1.0,,0.0,0.0,0.0,,0.0,,,0.0,TOX5840,Clc1ccc(C(Cl)(Cl)Cl)cc1Cl,<rdkit.Chem.rdchem.Mol object at 0x00000234DA76C5F0>
0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,TOX5846,CCCCC,<rdkit.Chem.rdchem.Mol object at 0x00000234DA76C580>
0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,0.0,TOX29385,N#CC(C#N)=C(C#N)C#N,<rdkit.Chem.rdchem.Mol object at 0x00000234DA76C510>
0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,TOX29384,C1CCC2=NCCCN2CC1,<rdkit.Chem.rdchem.Mol object at 0x00000234DA76C4A0>
0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,TOX29387,O=C(O)c1c2ccccc2cc2ccccc12,<rdkit.Chem.rdchem.Mol object at 0x00000234DA76C430>
0.0,0.0,,0.0,1.0,0.0,0.0,1.0,0.0,,0.0,0.0,TOX29386,O=C(CBr)c1ccccc1,<rdkit.Chem.rdchem.Mol object at 0x00000234DA76C3C0>
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TOX2666,C[N+](C)(C)CC(=O)[O-],<rdkit.Chem.rdchem.Mol object at 0x00000234DA76C350>
0.0,0.0,1.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,TOX29380,Nc1nc(Cl)cc(Cl)n1,<rdkit.Chem.rdchem.Mol object at 0x00000234DA76C2E0>
0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,TOX29383,COc1ccc(C=O)cc1O,<rdkit.Chem.rdchem.Mol object at 0x00000234DA76C270>
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TOX29382,CCN(CC)CCNC(=O)c1ccc(N)cc1,<rdkit.Chem.rdchem.Mol object at 0x00000234DA76C200>
0.0,0.0,1.0,0.0,0.0,0.0,0.0,,0.0,,,1.0,TOX29389,O=c1c(=O)c2cccc3cccc1c32,<rdkit.Chem.rdchem.Mol object at 0x00000234DA76C190>
0.0,0.0,1.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,TOX29388,O=c1[nH][nH]c2ccccc12,<rdkit.Chem.rdchem.Mol object at 0x00000234DA76C120>
0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,TOX12591,CC1(C)C(=O)N(Cl)C(=O)N1Br,<rdkit.Chem.rdchem.Mol object at 0x00000234DA76C0B0>
0.0,0.0,0.0,0.0,0.0,0.0,,1.0,0.0,0.0,1.0,,TOX26768,O=C1C(I)=CC(=C(c2cc(I)c([O-])c(I)c2)c2ccccc2C(=O)[O-])C=C1I,<rdkit.Chem.rdchem.Mol object at 0x00000234DA76C040>
0.0,,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,TOX3569,CN(CCOc1ccc(CC2SC(=O)NC2=O)cc1)c1ccccn1,<rdkit.Chem.rdchem.Mol object at 0x00000234DA7B7F40>
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TOX5593,CNC(=O)N(c1ccccc1)c1ccccc1,<rdkit.Chem.rdchem.Mol object at 0x00000234DA7B7ED0>
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,TOX5591,CN(CCO)CCO,<rdkit.Chem.rdchem.Mol object at 0x00000234DA7B7E60>
0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,,,TOX5590,CC1CCCC1,<rdkit.Chem.rdchem.Mol object at 0x00000234DA7B7DF0>
0.0,0.0,0.0,,,0.0,,1.0,0.0,0.0,0.0,0.0,TOX5595,C=CC(=O)NCNC(=O)C=C,<rdkit.Chem.rdchem.Mol object at 0x00000234DA7B7D80>
0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TOX28844,C[C@H](CN1CCOCC1)C(C(=O)N1CCCC1)(c1ccccc1)c1ccccc1,<rdkit.Chem.rdchem.Mol object at 0x00000234DA7B7D10>
0.0,,0.0,,,1.0,1.0,,1.0,1.0,,1.0,TOX5599,N#CSCSC#N,<rdkit.Chem.rdchem.Mol object at 0x00000234DA7B7CA0>
0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,TOX10189,Nc1ccccc1-c1ccccc1,<rdkit.Chem.rdchem.Mol object at 0x00000234DA7B7C30>
0.0,0.0,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TOX17741,Cc1ccc(C(=O)c2ccccc2)cc1,<rdkit.Chem.rdchem.Mol object at 0x00000234DA7B7BC0>
0.0,,,,,,,,,,1.0,,TOX14997,CCCCCCCCCCCCCC[P+](CCCC)(CCCC)CCCC,<rdkit.Chem.rdchem.Mol object at 0x00000234DA7B7B50>
0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,TOX1311,CC(C)(C)c1cc(C(C)(C)C)c(O)c(C(C)(C)C)c1,<rdkit.Chem.rdchem.Mol object at 0x00000234DA7B7AE0>
0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,TOX3567,CS(=O)(=O)c1ccc(C2=C(c3ccccc3)C(=O)OC2)cc1,<rdkit.Chem.rdchem.Mol object at 0x00000234DA7B7A70>
0.0,0.0,0.0,0.0,,0.0,,,0.0,,,0.0,TOX28843,CC[C@@H](O)C(C[C@@H](C)N(C)C)(c1ccccc1)c1ccccc1,<rdkit.Chem.rdchem.Mol object at 0x00000234DA7B7A00>
0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TOX6824,CCCCS,<rdkit.Chem.rdchem.Mol object at 0x00000234DA7B7990>
0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,TOX28842,CC[C@H](O)C(C[C@H](C)N(C)C)(c1ccccc1)c1ccccc1,<rdkit.Chem.rdchem.Mol object at 0x00000234DA7B7920>
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,TOX25221,Brc1c(NC2=NCCN2)ccc2nccnc12,<rdkit.Chem.rdchem.Mol object at 0x00000234DA7B78B0>
1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,TOX14192,C[C@]12C=CC3=C4CCC(=O)C=C4CC[C@H]3[C@@H]1CC[C@@H]2O,<rdkit.Chem.rdchem.Mol object at 0x00000234DA7B7840>
0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,TOX26713,C[S+](C)CCC(N)C(=O)O,<rdkit.Chem.rdchem.Mol object at 0x00000234DA7B77D0>
0.0,0.0,0.0,0.0,1.0,0.0,0.0,,0.0,,0.0,0.0,TOX26712,NC(=O)OC[C@@H]1[C@H](NC(=O)/C(=N\OCC(=O)[O-])c2csc(N)n2)C(=O)N1S(=O)(=O)[O-],<rdkit.Chem.rdchem.Mol object at 0x00000234DA7B7760>
0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,TOX26243,Cc1ccc(C(C)(C)c2ccc(C)cc2)cc1,<rdkit.Chem.rdchem.Mol object at 0x00000234DA7B76F0>
0.0,0.0,1.0,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TOX26242,COc1ccc(C(=O)c2ccc(C)cc2)c(O)c1,<rdkit.Chem.rdchem.Mol object at 0x00000234DA7B7680>
0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,TOX26245,CCCCCCOC(=O)c1cccnc1,<rdkit.Chem.rdchem.Mol object at 0x00000234DA7B7610>
,,0.0,0.0,0.0,0.0,0.0,,0.0,,,0.0,TOX26716,COc1ccc(-c2noc(CC(=O)O)c2-c2ccc(OC)cc2)cc1,<rdkit.Chem.rdchem.Mol object at 0x00000234DA7B75A0>
0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,TOX26247,C/C(=N\Cc1ccccc1)c1ccccc1O,<rdkit.Chem.rdchem.Mol object at 0x00000234DA7B7530>
0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,TOX26246,CCCC(C)(COC(N)=O)COC(=O)NC1CC1,<rdkit.Chem.rdchem.Mol object at 0x00000234DA7B74C0>
0.0,0.0,1.0,,0.0,0.0,0.0,,0.0,,0.0,1.0,TOX26249,CN1C(=O)CN2CCc3ccccc3C2c2cc(Cl)ccc21,<rdkit.Chem.rdchem.Mol object at 0x00000234DA7B7450>
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TOX1359,CCCCNC(=O)NS(=O)(=O)c1ccc(C)cc1,<rdkit.Chem.rdchem.Mol object at 0x00000234DA7B73E0>
0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,TOX22007,CCCCCC[C@@H](O)C/C=C\CCCCCCCC(=O)OCC(O)CO,<rdkit.Chem.rdchem.Mol object at 0x00000234DA7B7370>
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TOX22006,CCCCCCCC(=O)OCC(O)CO,<rdkit.Chem.rdchem.Mol object at 0x00000234DA7B7300>
0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,TOX22005,CCCCCCCCCCCCCC(=O)OCC(O)CO,<rdkit.Chem.rdchem.Mol object at 0x00000234DA7B7290>
0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TOX1358,Cc1ccc(S(=O)(=O)NC(=O)NN2CCCCCC2)cc1,<rdkit.Chem.rdchem.Mol object at 0x00000234DA7B7220>
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TOX7997,C=CCN(CC=C)C(=O)C(Cl)Cl,<rdkit.Chem.rdchem.Mol object at 0x00000234DA7B71B0>
0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,TOX7991,CCCCCCCCCCCCCCCCO,<rdkit.Chem.rdchem.Mol object at 0x00000234DA7B7140>
0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TOX575,C=CCc1ccc(OC)cc1,<rdkit.Chem.rdchem.Mol object at 0x00000234DA7B70D0>
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,TOX4183,C=CC(=O)OC,<rdkit.Chem.rdchem.Mol object at 0x00000234DA7B7060>
0.0,0.0,0.0,,,0.0,,1.0,0.0,0.0,1.0,,TOX10695,O=C1c2cccc(O)c2C(=O)c2c(O)cc(CO)cc21,<rdkit.Chem.rdchem.Mol object at 0x00000234DA7B6FF0>
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,TOX4077,C1CSCCS1,<rdkit.Chem.rdchem.Mol object at 0x00000234DA7B6F80>
0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,TOX4072,CN(C)C(=O)C(c1ccccc1)c1ccccc1,<rdkit.Chem.rdchem.Mol object at 0x00000234DA7B6F10>
0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,TOX10698,OC[C@H]1O[C@@H]2O[C@@H]3[C@@H](CO)O[C@H](O[C@@H]4[C@@H](CO)O[C@H](O[C@@H]5[C@@H](CO)O[C@H](O[C@@H]6[C@@H](CO)O[C@H](O[C@@H]7[C@@H](CO)O[C@H](O[C@H]1[C@H](O)[C@H]2O)[C@H](O)[C@H]7O)[C@H](O)[C@H]6O)[C@H](O)[C@H]5O)[C@H](O)[C@H]4O)[C@H](O)[C@H]3O,<rdkit.Chem.rdchem.Mol object at 0x00000234DA7B6EA0>
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,TOX9169,CCCCCC[C@@H](O)C/C=C\CCCCCCCC(=O)OC,<rdkit.Chem.rdchem.Mol object at 0x00000234DA7B6E30>
0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,,TOX10432,Nc1ncn([C@H]2C[C@H](O)[C@@H](CO)O2)c(=O)n1,<rdkit.Chem.rdchem.Mol object at 0x00000234DA7B6DC0>
,,,,,,,0.0,,0.0,,,TOX31528,COC(=O)c1ccc(NC(C)=O)cc1OC,<rdkit.Chem.rdchem.Mol object at 0x00000234DA7B6D50>
,,,,,,,0.0,,0.0,,,TOX31529,COC(=O)c1cc(Cl)c(NC(C)=O)cc1OC,<rdkit.Chem.rdchem.Mol object at 0x00000234DA7B6CE0>
,,,,,,,0.0,,0.0,,,TOX31520,Nc1ccc([N+](=O)[O-])c(C(F)(F)F)c1,<rdkit.Chem.rdchem.Mol object at 0x00000234DA7B6C70>
